ID,TrialType,BlockNum,AlienOrder,QuizResp,QuizFailedNum,TimeElapsed,RT,PRT,Galaxy,DecayRate,AlienIndex,GemValue,TimeInBlock
9999,InitializeStudy,,"[ 75 113  74 117  85 109  89  97  67  82 111  63  44  62  24  80  65  55
 110  22  91  15  47  17  10  60  29   6  53  11  59  16  52  61  69   1
  93 107  77 104   3  25  26  84  21  30  42  38  13  23  92  18  40  83
  28  27  90 116 120   5  94  41  72  98  49 108  57   7 102 114   8  46
   2  79  88   4  36  64 106  54  20  12  71  99  70 112  51 101  73 100
  66  48  56  76  58  32  78  35  95  45  81  19  31  43   9 103  14  33
  87  86  37  68  96 115  39 119 105  34 118  50]",,,0.0012322082184255123,,,,,,,
,Instruction_1,,,,,1.848325541592203,,,,,,,
,Instruction_2,,,,,29.11991233320441,,,,,,,
,Instruction_3,,,,,30.215212041628547,,,,,,,
,Dig_Instruct,,,,,33.35546841658652,,,,,,,
,Instruction_4,,,,,35.40201516658999,,,,,,,
,Travel_Planet,,,,,45.52299474994652,,,,,,,
,Instruction_5,,,,,47.0031740416307,,,,,,,
,Instruction_6,,,,,48.392429166589864,,,,,,,
,Instruction_7,,,,,49.75115320819896,,,,,,,
,practice_quiz,,,"['The number of gems you collect', 'Is fixed', 'True']",0,55.433752833283506,,,,,,,
,Instruction_8,,,,,57.363346999976784,,,,,,,
,Instruction_9,,,,,57.93930854159407,,,,,,,
,Instruction_10,,,,,59.14079987502191,,,,,,,
,Dig_Instruct,,,,,62.2950631249696,,,,,,,
,Instruction_11,,,,,63.745480041601695,,,,,,,
,Travel_Planet,,,,,73.86753029166721,,,,,,,
,Instruction_12,,,,,74.89542225003242,,,,,,,
,Instruction_13,,,,,75.72641804162413,,,,,,,
,Instruction_14,,,,,76.56928433326539,,,,,,,
,practice_quiz,,,"['The number of gems you collect', 'Is fixed', 'False']",1,80.83315804158337,,,,,,,
,Instruction_15,,,,,91.30971108330414,,,,,,,
,Practice_Trial,,,,,104.49849387502763,0.5863566250773147,,,,,,
,Travel_Planet,,,,,114.63322941667866,,,,,,,
,Instruction_16,,,,,117.58554750005715,,,,,,,
,Practice_Trial,,,,,125.03675787500106,0.4292236249893904,,,,,,
,Travel_Planet,,,,,135.16432500001974,,,,,,,
,Instruction_17,,,,,137.01906379160937,,,,,,,
,start_loop,1,,,,137.0229640000034,,,0,0.20813095896169592,0,,
,Dig_Trial_1,,,,,146.55804529157467,1.3096776250749826,,,,,98,
,Travel_Trial,,,,,150.9216441665776,1.2878160417312756,5.673457124968991,,,,20,
,Travel_Planet,,,,,161.06509962503333,,,,,,,
,start_loop,1,,,,161.0737913332414,,,0,0.17225034932408384,1,,
,Dig_Trial_2,,,,,170.49945020827,1.2580120832426473,,,,,104,
,Travel_Trial,,,,,174.731251083198,1.0901910417014733,5.490011708345264,,,,18,
,Travel_Planet,,,,,184.87406737497076,,,,,,,
,too_slow,,,,,189.7572629582137,,,,,,,
,home_base,,,,,189.7573043750599,,,,,,,47.8627407499589
,start_loop,2,,,,189.75736649997998,,,2,0.7373328944590155,2,,
,Dig_Trial_3,,,,,198.71785670821555,0.8288302916334942,,,,,103,
,Dig_Trial_4,,,,,202.53380874998402,0.7680475000524893,,,,,76,
,Dig_Trial_5,,,,,206.27922658319585,0.7506337083177641,,,,,56,
,Dig_Trial_6,,,,,210.09756100003142,0.906957000028342,,,,,41,
,Travel_Trial,,,,,214.0214693332091,0.8848792499629781,16.132656374946237,,,,30,
,Travel_Planet,,,,,224.1533797082957,,,,,,,
,too_slow,,,,,228.41521608328912,,,,,,,
,home_base,,,,,228.41524887504056,,,,,,,34.405283999978565
,start_loop,3,,,,228.41537945822347,,,1,0.5171711593375469,3,,
,Dig_Trial_7,,,,,237.39465504162945,0.7226747500244528,,,,,106,
,Dig_Trial_8,,,,,241.3085761249531,0.685034874943085,,,,,55,
,Travel_Trial,,,,,245.56532962503843,1.2588644999777898,8.893549249973148,,,,28,
,Travel_Planet,,,,,255.70256416662596,,,,,,,
,start_loop,3,,,,255.72292004164774,,,0,0.20740553012729274,4,,
,Dig_Trial_9,,,,,265.32892641657963,1.1552182084415108,,,,,97,
,Travel_Trial,,,,,269.67615724995267,1.4019581666216254,5.502656375057995,,,,20,
,Travel_Planet,,,,,279.81020570825785,,,,,,,
,too_slow,,,,,342.3713418332627,,,,,,,
,home_base,,,,,342.37139758327976,,,,,,,51.40634341666009
,start_loop,4,,,,342.37156237498857,,,0,0.19156682642681847,5,,
,Dig_Trial_10,,,,,351.2596328749787,0.5659483332419768,,,,,104,
,Travel_Trial,,,,,355.5774214999983,1.2610823332797736,4.884022916550748,,,,20,
,Travel_Planet,,,,,365.7227875832468,,,,,,,
,start_loop,4,,,,365.7353292499902,,,0,0.23292429318400304,6,,
,Dig_Trial_11,,,,,374.84575524996035,0.6312501250067726,,,,,113,
,Dig_Trial_12,,,,,379.3158986249473,1.5094797083875164,,,,,26,
,Travel_Trial,,,,,382.67340208322275,0.34548312495462596,8.459120499901474,,,,6,
,Travel_Planet,,,,,392.80300395831,,,,,,,
,too_slow,,,,,397.6264561666176,,,,,,,
,home_base,,,,,397.62650200002827,,,,,,,50.441130166640505
,start_loop,5,,,,397.62661458330695,,,1,0.47991697519711524,7,,
,Dig_Trial_13,,,,,406.3512797082076,0.4794867084128782,,,,,106,
,Dig_Trial_14,,,,,410.2747435000492,0.6282787499949336,,,,,51,
