ID,TrialType,BlockNum,AlienOrder,QuizResp,QuizFailedNum,TimeElapsed,RT,PRT,Galaxy,DecayRate,AlienIndex,GemValue,TimeInBlock,Bonus
,Dig_Trial_47,,,,,1040.0022205833334,0.8068411666667998,,,,,3,,
,Dig_Trial_48,,,,,1044.1045477083335,0.10947954166681484,,,,,3,,
,Dig_Trial_49,,,,,1048.1334299166665,0.04909408333355714,,,,,3,,
,Dig_Trial_50,,,,,1052.1854699166665,0.05697995833361347,,,,,3,,
,Dig_Trial_51,,,,,1056.2509805833333,0.07879116666663322,,,,,3,,
,Dig_Trial_52,,,,,1060.3974044166666,0.15276254166678882,,,,,3,,
,Travel_Trial,,,,,1064.5633704583333,0.1781958333331204,125.7509507499999,,,,3,,
,Travel_Planet,,,,,1074.6736449583332,,,,,,,,
,start_loop,3,,,,1074.6763032083331,,,2,0.7811380679993145,33,,,
,Travel_Trial,,,,,1083.9875564999998,0.2003719166668816,0.20047395833330484,,,,88,,
,Travel_Planet,,,,,1094.0820075416668,,,,,,,,
,start_loop,3,,,,1094.084164375,,,2,0.9016964658995208,34,,,
,Travel_Trial,,,,,1103.475044375,0.2265306666665765,0.2266541666667763,,,,98,,
,Travel_Planet,,,,,1113.5870003333334,,,,,,,,
,start_loop,3,,,,1113.5891551666668,,,2,0.7370253257019749,35,,,
,Dig_Trial_53,,,,,1123.2933391249999,0.5945989166668824,,,,,109,,
,Too_slow,,,,,1131.4212190833332,NA,,,,,80,,
,Travel_Trial,,,,,1135.4437600416668,0.01863833333322873,12.74515070833354,,,,59,,
,Travel_Planet,,,,,1145.5730704583334,,,,,,,,
,start_loop,3,,,,1145.5753920833336,,,0,0.2122134637906934,36,,,
,Dig_Trial_54,,,,,1154.7269682083333,0.04124545833337834,,,,,99,,
,Travel_Trial,,,,,1158.7826024583333,0.06151937499998894,4.097007000000076,,,,21,,
,Travel_Planet,,,,,1168.9065352916668,,,,,,,,
,start_loop,3,,,,1168.9086824166666,,,0,0.11873259400367656,37,,,
,Travel_Trial,,,,,1178.8940564999998,0.8847360416666561,0.8848624166666923,,,,105,,
,Travel_Planet,,,,,1188.9889981249999,,,,,,,,
,start_loop,3,,,,1188.9912722499998,,,0,0.1647228694660511,38,,,
,Dig_Trial_55,,,,,1198.3519852083332,0.22999020833321993,,,,,99,,
,Travel_Trial,,,,,1202.4204074166664,0.08038749999991524,4.298550166666473,,,,16,,
,Travel_Planet,,,,,1212.5339594166667,,,,,,,,
,start_loop,3,,,,1212.5363304583334,,,0,0.24441692470803963,39,,,
,Travel_Trial,,,,,1221.91051475,0.27077045833311786,0.2708927083333492,,,,104,,
,Travel_Planet,,,,,1232.0055777916668,,,,,,,,
,start_loop,3,,,,1232.0076260416668,,,0,0.2742225299068247,40,,,
,Travel_Trial,,,,,1241.4026613749998,0.2653969583334401,0.2655296666664526,,,,94,,
,Travel_Planet,,,,,1251.5003582499999,,,,,,,,
,start_loop,3,,,,1251.5025316666665,,,0,0.19248853490082476,41,,,
,Travel_Trial,,,,,1261.0796612499998,0.4808997916666158,0.48103775000004134,,,,108,,
,Travel_Planet,,,,,1271.1760307916666,,,,,,,,
,too_slow,,,,,1277.1620173333336,,,,,,,,
,home_base,,,,,1277.1620292083335,,,,,,,370.07338875000005,
,start_loop,4,,,,1277.1620624166667,,,2,0.7818040709170879,42,,,
,Dig_Trial_56,,,,,1286.3017566666667,0.026241791666507197,,,,,106,,
,Travel_Trial,,,,,1290.4485029583334,0.13813133333360383,4.17311979166675,,,,83,,
,Travel_Planet,,,,,1300.5530078749998,,,,,,,,
,start_loop,4,,,,1300.5550966666665,,,1,0.4819618092113649,43,,,
,Dig_Trial_57,,,,,1309.852246125,0.1972742500001914,,,,,103,,
,Travel_Trial,,,,,1313.8980174166668,0.03625058333341258,4.2431527083331275,,,,50,,
,Travel_Planet,,,,,1324.0025929166668,,,,,,,,
,start_loop,4,,,,1324.0048461666665,,,1,0.5071986533055562,44,,,
,Dig_Trial_58,,,,,1333.5871265833334,0.480573374999949,,,,,98,,
,Travel_Trial,,,,,1337.7650315416668,0.17198408333320003,4.65857379166664,,,,50,,
,Travel_Planet,,,,,1347.8684573749997,,,,,,,,
,start_loop,4,,,,1347.870537625,,,1,0.531308373077633,45,,,
,Travel_Trial,,,,,1357.217396,0.24437987500004965,0.2444801249998818,,,,109,,
,Travel_Planet,,,,,1367.3337747083333,,,,,,,,
,start_loop,4,,,,1367.3358741666666,,,1,0.4809363692651946,46,,,
,Dig_Trial_59,,,,,1376.788920375,0.3548534583333094,,,,,101,,
,Travel_Trial,,,,,1380.8766391249997,0.09254099999998289,4.442700249999916,,,,49,,
,Travel_Planet,,,,,1390.9756467499997,,,,,,,,
,start_loop,4,,,,1390.9777717916668,,,2,0.7941408528339812,47,,,
,Dig_Trial_60,,,,,1401.3156757916668,1.2408481666666376,,,,,106,,
,Travel_Trial,,,,,1407.101308875,1.791183541666669,7.0266120416667945,,,,84,,
,Travel_Planet,,,,,1417.2004443749997,,,,,,,,
,start_loop,4,,,,1417.2027972083333,,,2,0.8318911885852753,48,,,
,Dig_Trial_61,,,,,1426.3550746249998,0.05243854166656092,,,,,102,,
,Travel_Trial,,,,,1430.6109994583335,0.2604022499999701,4.308499958333414,,,,85,,
,Travel_Planet,,,,,1440.7116348333334,,,,,,,,
,start_loop,4,,,,1440.7140413749999,,,2,0.7908900247554106,49,,,
,Dig_Trial_62,,,,,1450.4936410416667,0.6790563333336195,,,,,102,,
,Travel_Trial,,,,,1455.1662954999997,0.6762572083332543,5.351842583333564,,,,81,,
,Travel_Planet,,,,,1465.2638044999999,,,,,,,,
,start_loop,4,,,,1465.2657938333332,,,2,0.8195688146734835,50,,,
,Too_slow,,,,,1478.4948837083334,NA,,,,,96,,
,Travel_Trial,,,,,1482.9256065,0.43751895833315757,0.43766283333320644,,,,79,,
,Travel_Planet,,,,,1493.0195583333334,,,,,,,,
,start_loop,4,,,,1493.0216697083333,,,2,0.8300577074000505,51,,,
,Travel_Trial,,,,,1502.6483554583333,0.4540399166667157,0.45417295833340177,,,,91,,
,Travel_Planet,,,,,1512.7430424999998,,,,,,,,
,start_loop,4,,,,1512.74507925,,,2,0.8579443645714697,52,,,
,Too_slow,,,,,1525.9890082499996,NA,,,,,102,,
,Dig_Trial_63,,,,,1530.7832675,0.8059455833333686,,,,,88,,
,Travel_Trial,,,,,1534.8714992916666,0.07108395833324721,4.894311666666681,,,,75,,
,Travel_Planet,,,,,1544.9639209166667,,,,,,,,
,start_loop,4,,,,1544.9659093333335,,,2,0.8102550920114567,53,,,
,Dig_Trial_64,,,,,1554.3566247916665,0.291952208333214,,,,,100,,
,Dig_Trial_65,,,,,1558.6681925833332,0.3149503750000804,,,,,81,,
,Travel_Trial,,,,,1562.7014765,0.04682999999999993,8.636931999999888,,,,66,,
,Travel_Planet,,,,,1572.7937241249997,,,,,,,,
,start_loop,4,,,,1572.796265375,,,2,0.850313735596232,54,,,
,Travel_Trial,,,,,1582.1856503333333,0.2792632916664388,0.279395708333368,,,,105,,
,Travel_Planet,,,,,1592.2815888749997,,,,,,,,
,start_loop,4,,,,1592.2836547916668,,,1,0.48836000025044385,55,,,
,Travel_Trial,,,,,1601.5865022499997,0.20077995833321438,0.2008744999998271,,,,98,,
,Travel_Planet,,,,,1611.7075119583333,,,,,,,,
,start_loop,4,,,,1611.7095508333332,,,1,0.5821775938063606,56,,,
,Dig_Trial_66,,,,,1621.0802101666668,0.2631774999999834,,,,,106,,
,Travel_Trial,,,,,1625.2767877916667,0.2012877083332114,4.459884583333178,,,,62,,
,Travel_Planet,,,,,1635.3760868333334,,,,,,,,
,start_loop,4,,,,1635.3785979583336,,,1,0.48705704411518785,57,,,
,Too_slow,,,,,1648.60517875,NA,,,,,98,,
,Travel_Trial,,,,,1652.8602808333335,0.2581047916667103,0.25823970833334897,,,,48,,
,Travel_Planet,,,,,1662.9627680833332,,,,,,,,
,too_slow,,,,,1666.5448157916667,,,,,,,,
,home_base,,,,,1666.5448274166665,,,,,,,385.80279920833345,
,start_loop,5,,,,1666.544859875,,,1,0.516290034082165,58,,,
,Dig_Trial_67,,,,,1675.9350090416665,0.2835905833335346,,,,,104,,
,Travel_Trial,,,,,1680.4121209583332,0.47219220833335385,4.76082629166649,,,,54,,
,Travel_Planet,,,,,1690.5196861249997,,,,,,,,
,start_loop,5,,,,1690.5218082083334,,,1,0.5124063726615024,59,,,
,Travel_Trial,,,,,1699.7240031249999,0.10824858333330667,0.10835587499991561,,,,102,,
,Travel_Planet,,,,,1709.8369712083336,,,,,,,,
,start_loop,5,,,,1709.8391085833332,,,1,0.5441501275761631,60,,,
,Travel_Trial,,,,,1719.0178040833334,0.07773704166652351,0.07787162499994338,,,,102,,
,Travel_Planet,,,,,1729.1112502083333,,,,,,,,
,start_loop,5,,,,1729.1133995,,,1,0.4753940753657496,61,,,
,Dig_Trial_68,,,,,1739.7100838749998,1.4682439166665517,,,,,88,,
,Travel_Trial,,,,,1744.00212225,0.3051614166665786,5.760395874999858,,,,42,,
,Travel_Planet,,,,,1754.1151962083336,,,,,,,,
,start_loop,5,,,,1754.1174989166666,,,1,0.5312660981541114,62,,,
,Travel_Trial,,,,,1763.4822372083336,0.26688070833324673,0.26697858333318436,,,,100,,
,Travel_Planet,,,,,1773.5787443333334,,,,,,,,
,start_loop,5,,,,1773.580845916667,,,0,0.19265230592012927,63,,,
,Travel_Trial,,,,,1783.1163259999998,0.4062729166666941,0.40641245833330686,,,,100,,
,Travel_Planet,,,,,1793.2066020416669,,,,,,,,
,start_loop,5,,,,1793.2087492083333,,,0,0.22059018825582108,64,,,
,Travel_Trial,,,,,1803.282496875,0.9687908333330597,0.9689152916666899,,,,102,,
,Travel_Planet,,,,,1813.376759625,,,,,,,,
,start_loop,5,,,,1813.3788067916666,,,0,0.19669506845537238,65,,,
,Dig_Trial_69,,,,,1822.5713485416668,0.08216549999997369,,,,,104,,
,Too_slow,,,,,1830.7158994583333,NA,,,,,20,,
,Travel_Trial,,,,,1834.8923098333335,0.19795404166688968,12.403259583333238,,,,4,,
,Travel_Planet,,,,,1845.0103822916667,,,,,,,,
,start_loop,5,,,,1845.0128104583332,,,0,0.17635805953821349,66,,,
,Travel_Trial,,,,,1854.2637243333334,0.14317279166652952,0.14330129166683037,,,,112,,
,Travel_Planet,,,,,1864.3608212916665,,,,,,,,
,start_loop,5,,,,1864.3634116666667,,,0,0.13002126928075622,67,,,
,Travel_Trial,,,,,1873.5668945833331,0.08862479166691628,0.08877083333300106,,,,92,,
,Travel_Planet,,,,,1883.6652625000002,,,,,,,,
,start_loop,5,,,,1883.667840125,,,0,0.19002685834428815,68,,,
,Travel_Trial,,,,,1894.1457229583334,1.3749295416664609,1.3750610833335486,,,,99,,
,Travel_Planet,,,,,1904.2432503333334,,,,,,,,
,start_loop,5,,,,1904.2453125416664,,,0,0.14988613169203543,69,,,
,Dig_Trial_70,,,,,1913.4179987916664,0.06681233333301861,,,,,94,,
,Travel_Trial,,,,,1917.9356867916663,0.5267991666664784,4.584630124999876,,,,14,,
,Travel_Planet,,,,,1928.0281532916665,,,,,,,,
,start_loop,5,,,,1928.030273375,,,0,0.22106532013726554,70,,,
,Travel_Trial,,,,,1937.3845885,0.2543635000001814,0.25449004166694067,,,,100,,
,Travel_Planet,,,,,1947.495004375,,,,,,,,
,start_loop,5,,,,1947.4971197083337,,,0,0.2597222252566065,71,,,
,Travel_Trial,,,,,1956.8637303750002,0.27315083333269286,0.2732815416666199,,,,105,,
,Travel_Planet,,,,,1966.9597508333336,,,,,,,,
,start_loop,5,,,,1966.9620732916665,,,0,0.17547692570967668,72,,,
,Dig_Trial_71,,,,,1976.3663943749998,0.2768311250001716,,,,,107,,
,Dig_Trial_72,,,,,1980.6119536249998,0.26327820833330406,,,,,19,,
,Travel_Trial,,,,,1984.9305582916663,0.33519645833348477,8.84113595833287,,,,3,,
,Travel_Planet,,,,,1995.0205726666663,,,,,,,,
,start_loop,5,,,,1995.0228334166663,,,0,0.23848802844968853,73,,,
,Dig_Trial_73,,,,,2004.21518925,0.09540645833294548,,,,,95,,
,Dig_Trial_74,,,,,2008.4364970000001,0.22537391666674012,,,,,23,,
,Dig_Trial_75,,,,,2012.547027,0.1281585833335157,,,,,5,,
,Dig_Trial_76,,,,,2016.7863337916665,0.2531201250003505,,,,,1,,
,Travel_Trial,,,,,2021.5694648333333,0.7866484166665941,17.44978866666679,,,,0,,
,Travel_Planet,,,,,2031.6627548333336,,,,,,,,
,StudyEnd,,,,,2032.7984153749999,,,,,,,,1
