ID,TrialType,BlockNum,AlienOrder,QuizResp,QuizFailedNum,TimeElapsed,RT,PRT,Galaxy,DecayRate,AlienIndex,GemValue,TimeInBlock
,start_loop,2,,,,416.90633704164065,,,1,0.46032217096669514,1,,
,Dig_Trial_7,,,,,426.0751801249571,0.8748307499336079,,,,,108,
,Dig_Trial_8,,,,,430.5130211249925,1.3448254583636299,,,,,50,
,Travel_Trial,,,,,434.135314416606,0.5886238749371842,8.93515354162082,,,,23,
,Travel_Planet,,,,,444.2712872499833,,,,,,,
,start_loop,2,,,,444.2815873749787,,,1,0.49566972154733535,2,,
,Dig_Trial_9,,,,,454.1086391250137,1.5579689166042954,,,,,100,
,Dig_Trial_10,,,,,458.08004570833873,0.8635377082973719,,,,,50,
,Travel_Trial,,,,,461.6899449166376,0.6110799165908247,9.139459666679613,,,,25,
,Travel_Planet,,,,,471.82336299994495,,,,,,,
,too_slow,,,,,475.6265484999167,,,,,,,
,home_base,,,,,475.6265703749377,,,,,,,54.92956858337857
,start_loop,3,,,,475.6266804583138,,,0,0.1862830410908516,3,,
,Dig_Trial_11,,,,,484.9001559999306,0.8504432499175891,,,,,97,
,Travel_Trial,,,,,488.7586539166514,0.768202375038527,4.709141124971211,,,,18,
,Travel_Planet,,,,,498.8974303333089,,,,,,,
,start_loop,3,,,,498.90675362502225,,,0,0.08475386016142507,4,,
,Dig_Trial_12,,,,,508.2382357500028,1.1107638750690967,,,,,91,
,Travel_Trial,,,,,511.9322537916014,0.652307958342135,4.804972958401777,,,,8,
,Travel_Planet,,,,,522.0697640415747,,,,,,,
,too_slow,,,,,525.6137793749804,,,,,,,
,home_base,,,,,525.6137972916476,,,,,,,46.45709441672079
,start_loop,4,,,,525.6138453333406,,,1,0.47142007046861006,5,,
,Dig_Trial_13,,,,,534.5412599166157,0.6570129584288225,,,,,99,
,Dig_Trial_14,,,,,539.334104083362,1.714882458327338,,,,,47,
,Travel_Trial,,,,,542.8591879582964,0.5755561668192968,8.975156041793525,,,,22,
,Travel_Planet,,,,,552.9962822499219,,,,,,,
,start_loop,4,,,,553.0057021665853,,,0,0.19454010783678197,6,,
,Dig_Trial_15,,,,,563.0790431249188,1.896436500013806,,,,,99,
,Travel_Trial,,,,,567.60160729161,1.445095791714266,6.419204166624695,,,,19,
,Travel_Planet,,,,,577.741450374946,,,,,,,
,too_slow,,,,,581.2956904583843,,,,,,,
,home_base,,,,,581.295707666548,,,,,,,52.13629804167431
,start_loop,5,,,,581.295764083392,,,1,0.48955939739397947,7,,
,Dig_Trial_16,,,,,590.5960050416179,1.0522766666254029,,,,,92,
,Travel_Trial,,,,,594.4981913333759,0.8456391249783337,4.954603833379224,,,,45,
,Travel_Planet,,,,,604.6305205000099,,,,,,,
,start_loop,5,,,,604.6396828750148,,,0,0.14877807848708166,8,,
,Dig_Trial_17,,,,,613.6145034999354,0.709652291610837,,,,,101,
,Travel_Trial,,,,,617.54659491661,0.8400084166787565,4.641963500063866,,,,15,
,Travel_Planet,,,,,627.681002749945,,,,,,,
,too_slow,,,,,631.6914064165903,,,,,,,
,home_base,,,,,631.691441291594,,,,,,,46.39429020835087
,start_loop,6,,,,631.6915862916503,,,1,0.6132014596062048,9,,
,Dig_Trial_18,,,,,640.9386041666148,1.0256876667262986,,,,,114,
,Dig_Trial_19,,,,,645.5464015415637,1.525602791691199,,,,,70,
,Dig_Trial_20,,,,,649.5996274165809,1.0108305832836777,,,,,43,
,Travel_Trial,,,,,653.4694364999887,0.9164127500262111,13.556743958266452,,,,26,
,Travel_Planet,,,,,663.5989258333575,,,,,,,
