ID,TrialType,BlockNum,AlienOrder,QuizResp,QuizFailedNum,TimeElapsed,RT,PRT,Galaxy,DecayRate,AlienIndex,GemValue,TimeInBlock,Bonus
,start_loop,1,,,,232.83424604166635,,,0,0.18519284840560238,1,,,
,Dig_Trial_3,,,,,242.80212612499986,0.8330207916665131,,,,,105,,
,Travel_Trial,,,,,247.1928137499999,0.3645165416664895,5.223824125000192,,,,19,,
,Travel_Planet,,,,,257.32549808333306,,,,,,,,
,start_loop,1,,,,257.32745287499984,,,0,0.3280201872312415,2,,,
,Dig_Trial_4,,,,,267.00321458333315,0.5480111666668108,,,,,103,,
,Dig_Trial_5,,,,,271.65115412499995,0.6393015833336904,,,,,34,,
,Travel_Trial,,,,,275.94218624999985,0.25401979166667843,9.487096749999864,,,,11,,
,Travel_Planet,,,,,286.0596400416664,,,,,,,,
,start_loop,1,,,,286.0618056666665,,,0,0.2070249575910651,3,,,
,Dig_Trial_6,,,,,295.618471,0.42605987499996445,,,,,100,,
,Travel_Trial,,,,,300.5710226666663,0.9258028333331367,5.378737166666497,,,,21,,
,Travel_Planet,,,,,310.67481158333317,,,,,,,,
,start_loop,1,,,,310.6768982083331,,,0,0.2282392552364804,4,,,
,Dig_Trial_7,,,,,320.1866264166663,0.4016215833332808,,,,,94,,
,Travel_Trial,,,,,324.6339002083332,0.4332790416667649,4.849021250000078,,,,21,,
,Travel_Planet,,,,,334.7428029583332,,,,,,,,
,start_loop,1,,,,334.74454066666635,,,0,0.2711786705076098,5,,,
,Dig_Trial_8,,,,,344.20994454166635,0.3106214999997974,,,,,95,,
,Travel_Trial,,,,,348.6243109999998,0.36931412499984617,4.725116250000156,,,,26,,
,Travel_Planet,,,,,358.73302566666644,,,,,,,,
,start_loop,1,,,,358.7352317499999,,,0,0.2333585515378951,6,,,
,Dig_Trial_9,,,,,368.1578621666663,0.2782964999998967,,,,,97,,
,Travel_Trial,,,,,372.4653392916664,0.29963275000000067,4.585902000000033,,,,23,,
,Travel_Planet,,,,,382.5651983749999,,,,,,,,
,start_loop,1,,,,382.56736941666645,,,0,0.22688911129943606,7,,,
,Dig_Trial_10,,,,,391.94294825,0.2822888333332685,,,,,110,,
,Travel_Trial,,,,,396.3241209583332,0.3788987083332813,4.663588249999975,,,,25,,
,Travel_Planet,,,,,406.4233032083332,,,,,,,,
,start_loop,1,,,,406.42545929166636,,,2,0.835569498487349,8,,,
,Dig_Trial_11,,,,,416.0084888333331,0.47999395833335257,,,,,90,,
,Dig_Trial_12,,,,,420.58329449999997,0.5612807916666043,,,,,75,,
,Dig_Trial_13,,,,,425.2734713333332,0.7053808333332654,,,,,63,,
,Dig_Trial_14,,,,,429.4580522499998,0.17006154166688248,,,,,53,,
,Dig_Trial_15,,,,,433.8325582499999,0.38915541666665376,,,,,44,,
,Dig_Trial_16,,,,,438.1750028749998,0.3582054583334866,,,,,37,,
,Dig_Trial_17,,,,,442.6980552499999,0.5420883333335951,,,,,31,,
,Travel_Trial,,,,,446.93648216666634,0.25465345833322317,31.40810654166671,,,,26,,
,Travel_Planet,,,,,457.0290099166664,,,,,,,,
,start_loop,1,,,,457.03114766666636,,,2,0.7642217845686775,9,,,
,Dig_Trial_18,,,,,466.46707208333305,0.3465062916666284,,,,,100,,
,Dig_Trial_19,,,,,470.82902483333305,0.35956083333326205,,,,,76,,
,Dig_Trial_20,,,,,475.26200191666635,0.3651618750000125,,,,,58,,
,Dig_Trial_21,,,,,479.5229274999999,0.2703413750000436,,,,,44,,
,Travel_Trial,,,,,484.16501537499994,0.624999333333335,18.04456779166685,,,,34,,
,Travel_Planet,,,,,494.2698005416664,,,,,,,,
,start_loop,1,,,,494.271857125,,,2,0.8285219813398997,10,,,
,Dig_Trial_22,,,,,503.65599254166636,0.2880680000000666,,,,,101,,
,Dig_Trial_23,,,,,507.8805823749999,0.23556250000001455,,,,,84,,
,Dig_Trial_24,,,,,512.1466087916665,0.2527042500000789,,,,,70,,
,Dig_Trial_25,,,,,516.5860170833332,0.4602242500000102,,,,,58,,
,Dig_Trial_26,,,,,521.2447255416664,0.6495185416667937,,,,,48,,
,Dig_Trial_27,,,,,525.4739076249998,0.24355441666648403,,,,,40,,
,Travel_Trial,,,,,530.1713601249999,0.7121656666668059,26.803549333333194,,,,33,,
,Travel_Planet,,,,,540.2695905416665,,,,,,,,
,start_loop,1,,,,540.2716790416664,,,2,0.8216449352134223,11,,,
,Dig_Trial_28,,,,,549.6559995416665,0.2885299166666755,,,,,107,,
,Dig_Trial_29,,,,,554.418516,0.7652628750001895,,,,,88,,
,Dig_Trial_30,,,,,558.6795424999998,0.2466735833331768,,,,,72,,
,Dig_Trial_31,,,,,563.0044369999998,0.3459685416664797,,,,,59,,
,Dig_Trial_32,,,,,567.3947792916665,0.3844846666668218,,,,,48,,
,Dig_Trial_33,,,,,572.7213711666664,1.3472873749999508,,,,,39,,
,Travel_Trial,,,,,577.0085925833332,0.2978002083332285,27.641242791666627,,,,32,,
,Travel_Planet,,,,,587.1035372916665,,,,,,,,
,too_slow,,,,,604.9861677916665,,,,,,,,
,home_base,,,,,604.98618425,,,,,,,382.8549577499998,
,start_loop,2,,,,604.9862209583332,,,1,0.46819104408274187,12,,,
,Dig_Trial_34,,,,,614.4040255833331,0.291708333333645,,,,,103,,
,Dig_Trial_35,,,,,618.7994893749999,0.3947035416667859,,,,,48,,
,Travel_Trial,,,,,623.4425497916664,0.630406874999835,9.330360791666635,,,,22,,
,Travel_Planet,,,,,633.546012458333,,,,,,,,
,start_loop,2,,,,633.5481063333332,,,2,0.7549448036455231,13,,,
,Dig_Trial_36,,,,,643.0607605833331,0.411561249999977,,,,,98,,
,Dig_Trial_37,,,,,647.8261955833332,0.7721762916667103,,,,,74,,
,Dig_Trial_38,,,,,652.7105995833331,0.8901577083336178,,,,,56,,
,Dig_Trial_39,,,,,657.2228684166664,0.5234311249998882,,,,,42,,
,Travel_Trial,,,,,662.6601349999999,1.4511225833332446,20.01106020833322,,,,32,,
,Travel_Planet,,,,,672.7617995416665,,,,,,,,
,start_loop,2,,,,672.7644914583332,,,2,0.8960127267432575,14,,,
,Dig_Trial_40,,,,,682.2742827083332,0.4050032083334827,,,,,101,,
,Dig_Trial_41,,,,,687.2436887083331,0.9785634166667023,,,,,90,,
,Dig_Trial_42,,,,,691.5284684999999,0.28861620833322377,,,,,81,,
,Dig_Trial_43,,,,,696.7672232916664,1.2523715416666619,,,,,73,,
,Dig_Trial_44,,,,,701.3664972499998,0.5855554583333742,,,,,65,,
,Dig_Trial_45,,,,,705.961866375,0.6129167083331595,,,,,58,,
,Dig_Trial_46,,,,,711.0241884999998,1.0652706250000392,,,,,52,,
,Dig_Trial_47,,,,,716.0995382916665,1.072980291666454,,,,,47,,
,Dig_Trial_48,,,,,720.4879836666664,0.3930339166668091,,,,,42,,
,Dig_Trial_49,,,,,724.698774125,0.22494125000002896,,,,,38,,
,Travel_Trial,,,,,729.5740864166664,0.8876242500000444,47.70492804166679,,,,34,,
,Travel_Planet,,,,,739.6751846666664,,,,,,,,
,start_loop,2,,,,739.6778656666663,,,0,0.17577256842109842,15,,,
,Dig_Trial_50,,,,,749.0272189999998,0.2511196250000012,,,,,107,,
,Travel_Trial,,,,,753.3292164999998,0.3134773750000477,4.553246500000114,,,,19,,
,Travel_Planet,,,,,763.443618458333,,,,,,,,
,start_loop,2,,,,763.4456950833332,,,0,0.19337164331489853,16,,,
,Dig_Trial_51,,,,,772.8023290416663,0.2586609166667131,,,,,98,,
,Travel_Trial,,,,,777.7398922916664,0.950313791666531,5.196340083333325,,,,19,,
,Travel_Planet,,,,,787.8513277499999,,,,,,,,
,start_loop,2,,,,787.8534544583331,,,0,0.20076382781857308,17,,,
,Dig_Trial_52,,,,,797.2436493333332,0.2905623333335825,,,,,96,,
,Travel_Trial,,,,,801.7088628333331,0.4741967916665999,4.7558931249998295,,,,19,,
,Travel_Planet,,,,,811.8191052083332,,,,,,,,
,start_loop,2,,,,811.821146,,,0,0.22636145350480003,18,,,
,Dig_Trial_53,,,,,821.3695714999999,0.45143999999982043,,,,,105,,
,Travel_Trial,,,,,825.9460466666665,0.588089083333216,5.028042249999999,,,,24,,
,Travel_Planet,,,,,836.055962125,,,,,,,,
,start_loop,2,,,,836.0583005833332,,,0,0.20388171382919512,19,,,
,Dig_Trial_54,,,,,846.0683288749999,0.9102470416667074,,,,,92,,
,Travel_Trial,,,,,850.342786875,0.280978958333435,5.184831374999931,,,,19,,
,Travel_Planet,,,,,860.4546566249999,,,,,,,,
,start_loop,2,,,,860.4566521249999,,,0,0.21102401229910608,20,,,
,Dig_Trial_55,,,,,870.0012377916664,0.44859150000002046,,,,,97,,
,Travel_Trial,,,,,875.1578409999997,1.1673077499999636,5.605315958333222,,,,20,,
,Travel_Planet,,,,,885.2674571666662,,,,,,,,
,start_loop,2,,,,885.2698630416662,,,0,0.16636803299798564,21,,,
,Dig_Trial_56,,,,,894.8157922916662,0.4528647083334363,,,,,94,,
,Travel_Trial,,,,,899.8136928333333,1.0043755833335126,5.450891624999713,,,,16,,
,Travel_Planet,,,,,909.9220633750001,,,,,,,,
,start_loop,2,,,,909.924187083333,,,2,0.8127565745635317,22,,,
,Dig_Trial_57,,,,,919.293814083333,0.2788891249997505,,,,,102,,
,Dig_Trial_58,,,,,923.517456208333,0.23767350000025544,,,,,83,,
,Dig_Trial_59,,,,,927.7956826666664,0.27961233333326163,,,,,67,,
,Too_slow,,,,,935.8931075,NA,,,,,54,,
,Dig_Trial_60,,,,,940.2080076249999,0.3174765833332458,,,,,44,,
,Dig_Trial_61,,,,,944.4859119166663,0.297052166667072,,,,,36,,
,Travel_Trial,,,,,949.0716159166664,0.6071813749999819,30.05681387499999,,,,29,,
,Travel_Planet,,,,,959.1744163333333,,,,,,,,
,start_loop,2,,,,959.1765990416666,,,0,0.14303154463915296,23,,,
,Dig_Trial_62,,,,,968.5714684583331,0.29187750000028245,,,,,110,,
,Travel_Trial,,,,,972.8325303333331,0.26898708333328614,4.553063208333242,,,,16,,
,Travel_Planet,,,,,982.9510066249995,,,,,,,,
,too_slow,,,,,1002.7814587916664,,,,,,,,
,home_base,,,,,1002.7814736249998,,,,,,,377.9667622083332,
,start_loop,3,,,,1002.781506958333,,,1,0.4841871094150634,24,,,
,Dig_Trial_63,,,,,1012.2044152499998,0.31588337499988484,,,,,93,,
,Dig_Trial_64,,,,,1016.6027802083331,0.3905550833333109,,,,,45,,
,Travel_Trial,,,,,1020.8221613749997,0.23692725000000792,8.9337496666667,,,,22,,
,Travel_Planet,,,,,1030.9336542083329,,,,,,,,
,start_loop,3,,,,1030.935773208333,,,1,0.5396294909287843,25,,,
,Dig_Trial_65,,,,,1040.0697784999998,0.034779041666752164,,,,,100,,
,Dig_Trial_66,,,,,1044.5518353749999,0.4930088749997594,,,,,54,,
,Travel_Trial,,,,,1049.0877615,0.5245152083334688,9.052900291666447,,,,29,,
,Travel_Planet,,,,,1059.1913335,,,,,,,,
,start_loop,3,,,,1059.193850083333,,,1,0.530096849469903,26,,,
,Dig_Trial_67,,,,,1068.6347102083328,0.34391820833343445,,,,,102,,
,Dig_Trial_68,,,,,1072.7250914166666,0.10037870833320994,,,,,54,,
,Travel_Trial,,,,,1076.9519542916664,0.23804908333386265,8.66128395833357,,,,29,,
,Travel_Planet,,,,,1087.052954625,,,,,,,,
,start_loop,3,,,,1087.0552075,,,0,0.2533568322708077,27,,,
,Dig_Trial_69,,,,,1096.6327299583327,0.47522591666665903,,,,,109,,
,Travel_Trial,,,,,1101.0852996666663,0.46651895833383605,4.927931249999801,,,,28,,
,Travel_Planet,,,,,1111.184515333333,,,,,,,,
,start_loop,3,,,,1111.1866242916662,,,0,0.20644884141310685,28,,,
,Dig_Trial_70,,,,,1120.803153625,0.5138375416672716,,,,,104,,
,Travel_Trial,,,,,1125.22826175,0.4395182499997645,4.93907470833301,,,,21,,
,Travel_Planet,,,,,1135.325804208333,,,,,,,,
,start_loop,3,,,,1135.3279622083328,,,1,0.5373103514926943,29,,,
,Dig_Trial_71,,,,,1145.148980833333,0.7025441249998039,,,,,102,,
,Dig_Trial_72,,,,,1149.789573458333,0.656576374999986,,,,,55,,
,Travel_Trial,,,,,1154.321845375,0.5397544583333911,9.87553812499982,,,,30,,
,Travel_Planet,,,,,1164.4170708333331,,,,,,,,
,start_loop,3,,,,1164.4191417916663,,,1,0.5554746074519534,30,,,
,Dig_Trial_73,,,,,1174.207005875,0.6962757500000407,,,,,103,,
,Dig_Trial_74,,,,,1178.6069925416664,0.4090767916668483,,,,,57,,
,Travel_Trial,,,,,1182.97802275,0.36780541666666977,9.467416791667347,,,,32,,
,Travel_Planet,,,,,1193.0730106666665,,,,,,,,
,start_loop,3,,,,1193.0751414583328,,,1,0.5218085768630086,31,,,
,Dig_Trial_75,,,,,1203.2753392083328,1.1041802499998994,,,,,103,,
,Dig_Trial_76,,,,,1208.253155625,0.9678295416661058,,,,,54,,
,Travel_Trial,,,,,1213.338116,1.1010912916667621,11.167076791666204,,,,28,,
,Travel_Planet,,,,,1223.442132083333,,,,,,,,
,start_loop,3,,,,1223.4449842499998,,,1,0.5070951976778425,32,,,
,Dig_Trial_77,,,,,1233.1011802916664,0.561281458333724,,,,,111,,
,Dig_Trial_78,,,,,1238.3182101666662,1.230463583333858,,,,,56,,
,Travel_Trial,,,,,1242.811184083333,0.49079529166692737,10.271408999999949,,,,28,,
,Travel_Planet,,,,,1252.903380083333,,,,,,,,
,start_loop,3,,,,1252.9055263749997,,,1,0.4781567933291454,33,,,
,Dig_Trial_79,,,,,1262.25391,0.24908345833364365,,,,,98,,
,Dig_Trial_80,,,,,1266.952264125,0.7047153333332972,,,,,47,,
,Travel_Trial,,,,,1271.3390964999999,0.3998173750001115,9.33439425000006,,,,22,,
,Travel_Planet,,,,,1281.441358583333,,,,,,,,
,start_loop,3,,,,1281.443714333333,,,1,0.46175972740633775,34,,,
,Dig_Trial_81,,,,,1290.9761381666663,0.43242708333309565,,,,,107,,
,Dig_Trial_82,,,,,1295.4251535416665,0.46740758333362464,,,,,49,,
,Travel_Trial,,,,,1299.7458261666666,0.3370112499997049,9.202248416666407,,,,23,,
,Travel_Planet,,,,,1309.870451375,,,,,,,,
,start_loop,3,,,,1309.8726760833329,,,1,0.4056959014599355,35,,,
,Dig_Trial_83,,,,,1319.2946814166662,0.3181136250000236,,,,,95,,
,Dig_Trial_84,,,,,1323.6142264583327,0.3297473750003519,,,,,39,,
,Travel_Trial,,,,,1327.9155314166665,0.2939635416669262,8.939080458333592,,,,16,,
,Travel_Planet,,,,,1338.0143379166666,,,,,,,,
,start_loop,3,,,,1338.0164456666662,,,1,0.4387189367281748,36,,,
,Dig_Trial_85,,,,,1347.699733333333,0.5808359583329548,,,,,99,,
,Dig_Trial_86,,,,,1351.9984986249997,0.30994529166628126,,,,,43,,
,Too_slow,,,,,1360.1027548333327,NA,,,,,19,,
,Travel_Trial,,,,,1364.3950532916665,0.30230895833301474,17.276278750000074,,,,8,,
,Travel_Planet,,,,,1374.4918171249997,,,,,,,,
,too_slow,,,,,1382.7716392916664,,,,,,,,
,home_base,,,,,1382.7716552916663,,,,,,,371.71251512499975,
,start_loop,4,,,,1382.7716910416666,,,2,0.8195854253268153,37,,,
,Dig_Trial_87,,,,,1391.9035656249998,0.0064383333337900694,,,,,106,,
,Dig_Trial_88,,,,,1396.5026712083327,0.5915909166665188,,,,,87,,
,Dig_Trial_89,,,,,1400.772775583333,0.2719024166667623,,,,,71,,
,Too_slow,,,,,1408.9174372916664,NA,,,,,58,,
,Dig_Trial_90,,,,,1413.2819172083327,0.38093433333324356,,,,,48,,
,Dig_Trial_91,,,,,1417.7003992916666,0.425159208333298,,,,,39,,
,Travel_Trial,,,,,1422.312672208333,0.6214594583334474,30.415669833333595,,,,32,,
,Travel_Planet,,,,,1432.424322583333,,,,,,,,
,start_loop,4,,,,1432.426539208333,,,2,0.8000455607138038,38,,,
,Dig_Trial_92,,,,,1441.9681034583327,0.44070233333286524,,,,,101,,
,Dig_Trial_93,,,,,1447.0953674166662,1.1348760833334381,,,,,81,,
,Dig_Trial_94,,,,,1451.3993527499997,0.2956768750000265,,,,,65,,
,Dig_Trial_95,,,,,1456.1156577916663,0.7338405000000421,,,,,52,,
,Dig_Trial_96,,,,,1460.3765245833329,0.24720295833276396,,,,,42,,
,Travel_Trial,,,,,1465.0157428333328,0.6584309583336108,23.488464125000064,,,,34,,
,Travel_Planet,,,,,1475.12119975,,,,,,,,
,start_loop,4,,,,1475.123282,,,2,0.7826929087173874,39,,,
,Dig_Trial_97,,,,,1484.7399486249997,0.519930583333462,,,,,102,,
,Dig_Trial_98,,,,,1489.1775474166666,0.44523108333351047,,,,,80,,
,Dig_Trial_99,,,,,1493.4691883749997,0.2873270000000048,,,,,63,,
,Dig_Trial_100,,,,,1497.5796548333328,0.13132274999998117,,,,,49,,
,Dig_Trial_101,,,,,1502.6179482916664,1.0294987500001298,,,,,38,,
,Travel_Trial,,,,,1506.9889679166663,0.39270399999986694,22.769069375000072,,,,30,,
,Travel_Planet,,,,,1517.0889702499999,,,,,,,,
,start_loop,4,,,,1517.0917031666663,,,1,0.5078606262789643,40,,,
,Dig_Trial_102,,,,,1526.4651571666664,0.27828045833302895,,,,,104,,
,Dig_Trial_103,,,,,1531.1991064166664,0.7444590416662322,,,,,53,,
,Travel_Trial,,,,,1535.6380892499997,0.4374062916663206,9.451335958332947,,,,27,,
,Travel_Planet,,,,,1545.7326502083329,,,,,,,,
,start_loop,4,,,,1545.7351969583328,,,2,0.8064713538540234,41,,,
,Dig_Trial_104,,,,,1555.3437146666665,0.5066083333335882,,,,,95,,
,Dig_Trial_105,,,,,1559.817844208333,0.47782550000010815,,,,,77,,
,Dig_Trial_106,,,,,1564.3255618333328,0.5240755416666616,,,,,62,,
,Dig_Trial_107,,,,,1569.0650099999998,0.7561137500001678,,,,,50,,
,Dig_Trial_108,,,,,1573.7572105416666,0.6821443333333264,,,,,40,,
,Travel_Trial,,,,,1578.3356205,0.5817210000000159,23.498638375000155,,,,32,,
,Travel_Planet,,,,,1588.4571777916663,,,,,,,,
,start_loop,4,,,,1588.4592258333328,,,2,0.7779360897272711,42,,,
,Dig_Trial_109,,,,,1597.9441846666664,0.3879570416665956,,,,,110,,
,Dig_Trial_110,,,,,1602.3306555,0.39422162499977276,,,,,86,,
,Dig_Trial_111,,,,,1606.626898,0.287597041666686,,,,,67,,
,Dig_Trial_112,,,,,1610.9337676666664,0.3242751666671211,,,,,52,,
,Dig_Trial_113,,,,,1615.175917083333,0.22928016666719486,,,,,40,,
,Travel_Trial,,,,,1619.5657424166666,0.40824795833350436,22.009633833333737,,,,31,,
,Travel_Planet,,,,,1629.6750389999997,,,,,,,,
,start_loop,4,,,,1629.6772377916664,,,2,0.787355212242508,43,,,
,Dig_Trial_114,,,,,1639.4891190416665,0.7154219583330814,,,,,105,,
,Dig_Trial_115,,,,,1643.8093072916663,0.33013466666670865,,,,,83,,
,Dig_Trial_116,,,,,1648.1998742916662,0.3868272083332158,,,,,65,,
,Dig_Trial_117,,,,,1653.170815583333,0.9904158750000533,,,,,51,,
,Dig_Trial_118,,,,,1658.2744131249997,1.0979190416665006,,,,,40,,
,Travel_Trial,,,,,1662.5201102083329,0.2572177083329734,23.74653750000016,,,,31,,
,Travel_Planet,,,,,1672.6282145,,,,,,,,
,start_loop,4,,,,1672.6302638333327,,,2,0.8438236130370256,44,,,
,Dig_Trial_119,,,,,1682.1410799999999,0.41289962500013644,,,,,97,,
,Dig_Trial_120,,,,,1686.5177175416666,0.38481008333383215,,,,,82,,
,Dig_Trial_121,,,,,1690.9897659999997,0.4673266666663949,,,,,69,,
,Dig_Trial_122,,,,,1695.207060083333,0.23639687500008222,,,,,58,,
,Dig_Trial_123,,,,,1700.0052987916665,0.7901182916662037,,,,,49,,
,Dig_Trial_124,,,,,1704.2825507916664,0.29313429166631977,,,,,41,,
,Dig_Trial_125,,,,,1708.7044598749999,0.4370323749999443,,,,,35,,
,Travel_Trial,,,,,1712.9598372083328,0.2754453333332094,31.231776791667016,,,,30,,
,Travel_Planet,,,,,1723.054476625,,,,,,,,
,start_loop,4,,,,1723.056782,,,2,0.7586274578664712,45,,,
,Dig_Trial_126,,,,,1732.440690958333,0.27720387499994104,,,,,92,,
,Dig_Trial_127,,,,,1737.039283083333,0.5985332916670814,,,,,70,,
,Dig_Trial_128,,,,,1741.9053036666664,0.8294366250001985,,,,,53,,
,Dig_Trial_129,,,,,1745.9981388749998,0.11288916666671867,,,,,40,,
,Travel_Trial,,,,,1750.5627814583331,0.5763227500001449,18.39941666666664,,,,30,,
,Travel_Planet,,,,,1760.6775741249999,,,,,,,,
,too_slow,,,,,1767.0011627499998,,,,,,,,
,home_base,,,,,1767.001181,,,,,,,377.90810679166634,
,start_loop,5,,,,1767.0012139583328,,,2,0.8220716518104983,46,,,
,Dig_Trial_130,,,,,1776.5877461249997,0.4547116249996179,,,,,107,,
,Dig_Trial_131,,,,,1780.6253580833327,0.021109083333158196,,,,,88,,
,Dig_Trial_132,,,,,1784.8972158749998,0.28123720833355037,,,,,72,,
,Dig_Trial_133,,,,,1789.2224497499997,0.3266494999998031,,,,,59,,
,Dig_Trial_134,,,,,1793.5022753333328,0.29283241666644244,,,,,49,,
,Dig_Trial_135,,,,,1798.2493118333327,0.755567916666223,,,,,40,,
,Travel_Trial,,,,,1802.547553708333,0.3098587499998757,26.41463858333327,,,,33,,
,Travel_Planet,,,,,1812.6568715833328,,,,,,,,
,start_loop,5,,,,1812.6591548749998,,,0,0.2018821969858327,47,,,
,Dig_Trial_136,,,,,1822.0567048333328,0.2918149583338163,,,,,101,,
,Travel_Trial,,,,,1826.6552775416662,0.6086130416665583,4.890506791667121,,,,20,,
,Travel_Planet,,,,,1836.779587583333,,,,,,,,
,start_loop,5,,,,1836.781954458333,,,0,0.2779315106510159,48,,,
,Dig_Trial_137,,,,,1846.4716135416666,0.5829128750001473,,,,,101,,
,Travel_Trial,,,,,1850.89134875,0.4308139999998275,5.002768041666968,,,,28,,
,Travel_Planet,,,,,1861.006924375,,,,,,,,
,start_loop,5,,,,1861.0092899583328,,,0,0.24390990455214137,49,,,
,Dig_Trial_138,,,,,1870.445200083333,0.3360490000000027,,,,,99,,
,Travel_Trial,,,,,1874.8234673749998,0.3896290416669217,4.714442541666358,,,,24,,
,Travel_Planet,,,,,1884.937965083333,,,,,,,,
,start_loop,5,,,,1884.9403010416663,,,0,0.15287828988252417,50,,,
,Dig_Trial_139,,,,,1894.3396482499998,0.30257729166623903,,,,,100,,
,Travel_Trial,,,,,1898.5794806666663,0.248074749999887,4.542530333333161,,,,15,,
,Travel_Planet,,,,,1908.7092231666666,,,,,,,,
,start_loop,5,,,,1908.7112934166662,,,0,0.26801926575290724,51,,,
,Dig_Trial_140,,,,,1918.3371969166665,0.5137854583326771,,,,,100,,
,Travel_Trial,,,,,1922.6224727916665,0.29440862499996,4.7991815000000315,,,,27,,
,Travel_Planet,,,,,1932.7414875833329,,,,,,,,
,start_loop,5,,,,1932.7438177916665,,,0,0.1882176879640495,52,,,
,Dig_Trial_141,,,,,1942.1268666249998,0.2818300833337162,,,,,101,,
,Travel_Trial,,,,,1946.4504390416664,0.33113637499991455,4.605524083332966,,,,19,,
,Travel_Planet,,,,,1956.567509,,,,,,,,
,start_loop,5,,,,1956.569606208333,,,0,0.17706149161117016,53,,,
,Dig_Trial_142,,,,,1965.9498824166662,0.2722429583336634,,,,,103,,
,Travel_Trial,,,,,1970.4189017083331,0.4774400833330219,4.741386083333509,,,,18,,
,Travel_Planet,,,,,1980.5334167916662,,,,,,,,
,start_loop,5,,,,1980.5356111249998,,,2,0.774252048908846,54,,,
,Dig_Trial_143,,,,,1989.9717220416665,0.3333821250002984,,,,,97,,
,Dig_Trial_144,,,,,1994.2744533749997,0.31150341666625536,,,,,75,,
,Dig_Trial_145,,,,,1999.412058375,1.1276647916665752,,,,,58,,
,Dig_Trial_146,,,,,2003.6636859166665,0.26213970833350686,,,,,45,,
,Travel_Trial,,,,,2007.7192076249999,0.048633124999923893,18.080991749999612,,,,35,,
,Travel_Planet,,,,,2017.8124034166663,,,,,,,,
,start_loop,5,,,,2017.8145621666663,,,2,0.8307998728549473,55,,,
,Dig_Trial_147,,,,,2027.896765208333,0.9840019583334652,,,,,96,,
,Dig_Trial_148,,,,,2032.1507717083327,0.2578050416664155,,,,,80,,
,Dig_Trial_149,,,,,2036.46279,0.2999262083335452,,,,,66,,
,Dig_Trial_150,,,,,2040.7221882083327,0.2785917916667131,,,,,55,,
,Dig_Trial_151,,,,,2045.0129325416665,0.3007230833336507,,,,,46,,
,Dig_Trial_152,,,,,2049.25029,0.2543052083337898,,,,,38,,
,Travel_Trial,,,,,2053.5647373333327,0.32917720833393105,26.6520978333333,,,,32,,
,Travel_Planet,,,,,2063.656544208333,,,,,,,,
,start_loop,5,,,,2063.6586631666664,,,1,0.4798108075753028,56,,,
,Dig_Trial_153,,,,,2073.1374247916665,0.3806087083330567,,,,,95,,
,Dig_Trial_154,,,,,2077.757550833333,0.6327852083340986,,,,,46,,
,Travel_Trial,,,,,2082.041010958333,0.2681356250004683,9.284318583333516,,,,22,,
,Travel_Planet,,,,,2092.1324342916664,,,,,,,,
,start_loop,5,,,,2092.134566833333,,,0,0.15902972327788356,57,,,
,Dig_Trial_155,,,,,2101.588659125,0.36240691666625935,,,,,103,,
,Travel_Trial,,,,,2105.886620375,0.3029747916671113,4.660484916666519,,,,16,,
