ID,TrialType,BlockNum,AlienOrder,QuizResp,QuizFailedNum,TimeElapsed,RT,PRT,Galaxy,DecayRate,AlienIndex,GemValue,TimeInBlock
,Dig_Trial_53,,,,,586.2822189999999,0.24035249999997177,,,,,12,
,Dig_Trial_54,,,,,590.6183070416666,0.3408589583327739,,,,,10,
,Dig_Trial_55,,,,,595.0822657083334,0.4860783333338077,,,,,8,
,Dig_Trial_56,,,,,599.402201875,0.3155792083334745,,,,,6,
,Dig_Trial_57,,,,,603.6582148333334,0.27682166666636476,,,,,5,
,Dig_Trial_58,,,,,607.9868930833334,0.34380979166644465,,,,,4,
,Travel_Trial,,,,,612.3142267916662,0.3490537916663925,69.57910524999988,,,,3,
,Travel_Planet,,,,,622.3978334583333,,,,,,,
,start_loop,1,,,,622.39950875,,,2,0.7763542693767954,4,,
,Dig_Trial_59,,,,,631.8981982083335,0.3912332083327783,,,,,102,
,Dig_Trial_60,,,,,636.8260504583334,0.8433915000000525,,,,,79,
,Dig_Trial_61,,,,,641.3222806249998,0.39674904166668057,,,,,61,
,Dig_Trial_62,,,,,645.9620709999997,0.6619327500002328,,,,,47,
,Dig_Trial_63,,,,,650.2740384583333,0.30379316666630984,,,,,36,
,Dig_Trial_64,,,,,654.5540223749997,0.29770112500000323,,,,,28,
,Dig_Trial_65,,,,,658.8419530833332,0.3044825416668573,,,,,22,
,Dig_Trial_66,,,,,663.1219049999997,0.30106333333287694,,,,,17,
,Dig_Trial_67,,,,,667.4180307499998,0.3156284583337765,,,,,13,
,Dig_Trial_68,,,,,671.7138904999999,0.29293920833333686,,,,,10,
,Dig_Trial_69,,,,,676.0099022916663,0.3084913749999032,,,,,8,
,Dig_Trial_70,,,,,680.3059050833333,0.2905652916665531,,,,,6,
,Dig_Trial_71,,,,,684.6578707083333,0.369139708333023,,,,,5,
,Dig_Trial_72,,,,,688.9539207916666,0.28653920833357915,,,,,4,
,Travel_Trial,,,,,693.2657946249999,0.3311887499999102,61.75894429166647,,,,3,
,Travel_Planet,,,,,703.379456375,,,,,,,
,too_slow,,,,,736.7451250833335,,,,,,,
,home_base,,,,,736.7451513333333,,,,,,,410.4806748333335
,start_loop,2,,,,736.7451867916664,,,2,0.8500764415718626,5,,
,Dig_Trial_73,,,,,746.3937374166665,0.5432372499999474,,,,,108,
,Dig_Trial_74,,,,,751.1455863333333,0.7558169583330709,,,,,92,
,Dig_Trial_75,,,,,755.4895597083334,0.33111525000003894,,,,,78,
,Dig_Trial_76,,,,,759.7774753333335,0.3020695416671515,,,,,66,
,Dig_Trial_77,,,,,764.073564,0.28805083333327275,,,,,56,
,Dig_Trial_78,,,,,768.3455498333335,0.286958708333259,,,,,48,
,Dig_Trial_79,,,,,772.7454920416665,0.4115513333331364,,,,,41,
,Dig_Trial_80,,,,,777.0815394999997,0.3580014166673209,,,,,35,
,Dig_Trial_81,,,,,781.4419770416664,0.37326945833365244,,,,,30,
,Dig_Trial_82,,,,,785.8974892916665,0.4768728750000264,,,,,26,
,Dig_Trial_83,,,,,790.297472,0.4154428333326905,,,,,22,
,Dig_Trial_84,,,,,794.7454587499999,0.4394725416664187,,,,,19,
,Dig_Trial_85,,,,,799.1614188333335,0.4364593333330049,,,,,16,
,Dig_Trial_86,,,,,803.5454473333336,0.39371441666662577,,,,,14,
,Dig_Trial_87,,,,,807.9693134583333,0.4380157083337508,,,,,12,
,Dig_Trial_88,,,,,812.4334630833334,0.48104458333364164,,,,,10,
,Dig_Trial_89,,,,,816.9212970416663,0.5057484583335281,,,,,9,
,Dig_Trial_90,,,,,821.4253412083333,0.5244214166673373,,,,,8,
,Dig_Trial_91,,,,,825.8812070000001,0.45064366666656497,,,,,7,
,Dig_Trial_92,,,,,830.177265,0.3204746666669962,,,,,6,
,Dig_Trial_93,,,,,834.5212833749999,0.3549837500004287,,,,,5,
,Dig_Trial_94,,,,,838.8332388749998,0.3138723749998462,,,,,4,
,Travel_Trial,,,,,843.4327455833334,0.6098099999999249,97.58236233333355,,,,3,
,Travel_Planet,,,,,853.5298751666662,,,,,,,
,start_loop,2,,,,853.5314145,,,2,0.7724215949018495,6,,
,Dig_Trial_95,,,,,863.0972565833333,0.4616614166666295,,,,,97,
,Dig_Trial_96,,,,,867.46506475,0.37449879166706523,,,,,75,
,Dig_Trial_97,,,,,871.8810716249998,0.4057252500001596,,,,,58,
,Dig_Trial_98,,,,,876.2090740000001,0.34181758333352263,,,,,45,
,Dig_Trial_99,,,,,880.6010530416663,0.381997958332704,,,,,35,
,Dig_Trial_100,,,,,884.9769929166666,0.3922608749999199,,,,,27,
,Dig_Trial_101,,,,,889.3530317916664,0.3863466249999874,,,,,21,
,Dig_Trial_102,,,,,893.6089185833332,0.2744416249997812,,,,,16,
,Dig_Trial_103,,,,,897.9210653749999,0.32498158333373794,,,,,12,
,Dig_Trial_104,,,,,902.2088934583333,0.3066768333337677,,,,,9,
,Dig_Trial_105,,,,,906.4888667083335,0.29561041666647725,,,,,7,
,Dig_Trial_106,,,,,910.7850467083333,0.2947859166665694,,,,,5,
,Travel_Trial,,,,,915.1048657916665,0.3414248333328942,52.46938545833291,,,,4,
,Travel_Planet,,,,,925.2145348333336,,,,,,,
,start_loop,2,,,,925.2159834166666,,,2,0.8495101832461659,7,,
,Dig_Trial_107,,,,,934.7448362499997,0.4236142916661265,,,,,97,
,Dig_Trial_108,,,,,939.080810875,0.3413991666666334,,,,,82,
,Dig_Trial_109,,,,,943.9526715416666,0.8630890833333069,,,,,70,
,Dig_Trial_110,,,,,948.8806680416662,0.9411939166666343,,,,,59,
,Dig_Trial_111,,,,,953.1847104166666,0.29209154166619555,,,,,50,
,Dig_Trial_112,,,,,957.5046788333336,0.3336877083334002,,,,,42,
,Dig_Trial_113,,,,,962.0326260833333,0.5432652499998767,,,,,36,
,Dig_Trial_114,,,,,966.3129935833333,0.30047516666627416,,,,,31,
,Dig_Trial_115,,,,,970.6085568749997,0.3109228749999602,,,,,26,
,Dig_Trial_116,,,,,974.7285969583334,0.14183474999981627,,,,,22,
,Dig_Trial_117,,,,,979.1365402916665,0.4223265416662798,,,,,19,
,Dig_Trial_118,,,,,983.4325468333334,0.29786691666640763,,,,,16,
,Dig_Trial_119,,,,,987.7045398333332,0.2915941249998468,,,,,14,
,Dig_Trial_120,,,,,991.9685294583335,0.2724639583334465,,,,,12,
,Dig_Trial_121,,,,,996.2724729583335,0.31940629166638246,,,,,10,
,Dig_Trial_122,,,,,1000.5285079583334,0.272979041666531,,,,,8,
,Dig_Trial_123,,,,,1004.9204644999998,0.40737804166656133,,,,,7,
,Dig_Trial_124,,,,,1009.1923866249997,0.287071666666634,,,,,6,
,Dig_Trial_125,,,,,1013.5363598749998,0.33720474999972794,,,,,5,
,Travel_Trial,,,,,1017.8164224166665,0.3041220833333682,83.49531358333343,,,,4,
,Travel_Planet,,,,,1027.9081542916663,,,,,,,
,start_loop,2,,,,1027.9096639166662,,,2,0.7416443719127556,8,,
,Dig_Trial_126,,,,,1037.31245875,0.30366425000011077,,,,,97,
,Dig_Trial_127,,,,,1041.6242935833336,0.3198822916665449,,,,,72,
,Dig_Trial_128,,,,,1045.9122731666664,0.2730029583335636,,,,,53,
,Dig_Trial_129,,,,,1050.19238725,0.30410445833331323,,,,,39,
,Dig_Trial_130,,,,,1054.4882845833333,0.3033044999997401,,,,,29,
,Dig_Trial_131,,,,,1058.7441863333336,0.27289599999994607,,,,,22,
,Dig_Trial_132,,,,,1063.1041884999997,0.3784802916661647,,,,,16,
,Dig_Trial_133,,,,,1067.400181875,0.29923291666682417,,,,,12,
,Dig_Trial_134,,,,,1071.6721821666663,0.28506670833348835,,,,,9,
,Travel_Trial,,,,,1076.0321179999999,0.3533300833337307,39.02343670833352,,,,7,
,Travel_Planet,,,,,1086.1234957083336,,,,,,,
,start_loop,2,,,,1086.1250869583334,,,2,0.8129929178606509,9,,
,Dig_Trial_135,,,,,1095.6001710416665,0.3674579166663534,,,,,99,
,Dig_Trial_136,,,,,1100.0639582083334,0.4719315000002098,,,,,80,
,Dig_Trial_137,,,,,1104.3839749166666,0.30138404166655164,,,,,65,
,Dig_Trial_138,,,,,1108.6719897916666,0.31103695833371603,,,,,53,
,Dig_Trial_139,,,,,1113.0638967500001,0.39957854166686957,,,,,43,
,Dig_Trial_140,,,,,1117.3679267083332,0.32094062500027576,,,,,35,
,Dig_Trial_141,,,,,1121.4640014999998,0.11283212500029549,,,,,28,
,Dig_Trial_142,,,,,1125.77588425,0.32870145833294373,,,,,23,
,Dig_Trial_143,,,,,1130.0478619166663,0.2868020833329865,,,,,19,
,Dig_Trial_144,,,,,1134.1679462083332,0.1122912499999984,,,,,15,
,Dig_Trial_145,,,,,1138.3437547083333,0.2011290000000372,,,,,12,
,Dig_Trial_146,,,,,1142.6078547916666,0.27845370833301786,,,,,10,
,Travel_Trial,,,,,1146.9037587916666,0.31390004166723884,51.67116320833338,,,,8,
,Travel_Planet,,,,,1156.9888104999998,,,,,,,
,too_slow,,,,,1196.7750099583334,,,,,,,
,home_base,,,,,1196.7750224583335,,,,,,,420.24518708333335
,start_loop,3,,,,1196.7750587916664,,,2,0.8331819600391637,10,,
,Dig_Trial_147,,,,,1206.4156623749998,0.5349964166662176,,,,,112,
,Dig_Trial_148,,,,,1210.7515809166664,0.32869849999997314,,,,,93,
,Dig_Trial_149,,,,,1215.0155402499997,0.2797341249997771,,,,,77,
,Dig_Trial_150,,,,,1219.3035384166662,0.292190916666641,,,,,64,
,Dig_Trial_151,,,,,1223.56739175,0.276448791666553,,,,,53,
,Dig_Trial_152,,,,,1227.839457375,0.28137737499992,,,,,44,
,Dig_Trial_153,,,,,1232.1674838333336,0.34471425000037925,,,,,37,
,Dig_Trial_154,,,,,1236.4474993333336,0.28854074999981094,,,,,31,
,Dig_Trial_155,,,,,1240.75157375,0.2977092916662514,,,,,26,
,Dig_Trial_156,,,,,1245.0154131666666,0.2859659583332359,,,,,22,
,Dig_Trial_157,,,,,1249.3113663333336,0.30043162499987375,,,,,18,
,Dig_Trial_158,,,,,1253.5993149999997,0.30323637499986944,,,,,15,
,Dig_Trial_159,,,,,1258.13542075,0.5532749583335317,,,,,12,
,Dig_Trial_160,,,,,1262.4072763333336,0.28702658333349973,,,,,10,
,Dig_Trial_161,,,,,1266.8232886666663,0.4287907916664153,,,,,8,
,Travel_Trial,,,,,1271.2392035416663,0.40859691666673825,65.35865762499998,,,,7,
,Travel_Planet,,,,,1281.3282506666662,,,,,,,
,start_loop,3,,,,1281.3297250416665,,,1,0.5851549063057986,11,,
,Dig_Trial_162,,,,,1290.8152499166665,0.3876967083333511,,,,,106,
,Dig_Trial_163,,,,,1295.5911304583335,0.7878512083329952,,,,,62,
,Dig_Trial_164,,,,,1300.1591009166666,0.5569647916668146,,,,,36,
,Dig_Trial_165,,,,,1304.5511240833332,0.4152668333326801,,,,,21,
,Dig_Trial_166,,,,,1308.9431636666666,0.3974796249999599,,,,,12,
,Dig_Trial_167,,,,,1313.3190751666664,0.39593270833302086,,,,,7,
,Travel_Trial,,,,,1317.7590789583335,0.45408045833301003,27.331637916666295,,,,4,
,Travel_Planet,,,,,1327.846377,,,,,,,
,start_loop,3,,,,1327.848006375,,,0,0.21092955166536664,12,,
,Dig_Trial_168,,,,,1337.3430647499997,0.3936418749999575,,,,,98,
,Dig_Trial_169,,,,,1341.7029113333335,0.372868333333372,,,,,21,
,Travel_Trial,,,,,1346.4629439166663,0.7487734166666087,9.513636166667311,,,,4,
,Travel_Planet,,,,,1356.5473033333335,,,,,,,
,start_loop,3,,,,1356.5487506666666,,,0,0.16638481469061767,13,,
,Dig_Trial_170,,,,,1366.0789207083333,0.4268712500002039,,,,,96,
,Dig_Trial_171,,,,,1370.4228499166663,0.35315558333331865,,,,,16,
,Dig_Trial_172,,,,,1374.7347387083335,0.3292525416668468,,,,,3,
,Travel_Trial,,,,,1379.0387278333335,0.3162239166663312,13.386797583333646,,,,0,
,Travel_Planet,,,,,1389.1364007916666,,,,,,,
,start_loop,3,,,,1389.138202125,,,0,0.3186644554929291,14,,
,Dig_Trial_173,,,,,1398.646831375,0.40627437500006636,,,,,100,
,Dig_Trial_174,,,,,1402.9346579166665,0.29987366666682647,,,,,32,
,Dig_Trial_175,,,,,1407.2387274999999,0.29187095833367493,,,,,10,
,Travel_Trial,,,,,1411.7105639583335,0.4989830833328597,13.470125041666506,,,,3,
,Travel_Planet,,,,,1421.8054994166666,,,,,,,
,start_loop,3,,,,1421.8068215833334,,,1,0.5059631298028078,15,,
,Dig_Trial_176,,,,,1431.9506587916665,1.0444438333333892,,,,,106,
,Dig_Trial_177,,,,,1436.5265013749997,0.5868228750000526,,,,,54,
,Dig_Trial_178,,,,,1440.9904970416662,0.455804833332877,,,,,27,
,Dig_Trial_179,,,,,1445.446483,0.4812021666666624,,,,,14,
,Dig_Trial_180,,,,,1449.8624767499998,0.42965924999998606,,,,,7,
,Travel_Trial,,,,,1454.4304676666663,0.5836937916665192,23.524373583333272,,,,4,
,Travel_Planet,,,,,1464.5159757083336,,,,,,,
,start_loop,3,,,,1464.5173280833335,,,1,0.4682545571581959,16,,
,Dig_Trial_181,,,,,1473.9983936249998,0.37279350000017075,,,,,89,
,Dig_Trial_182,,,,,1478.5983661666662,0.5557551249999051,,,,,42,
,Dig_Trial_183,,,,,1483.0302746666664,0.33995041666639736,,,,,20,
,Dig_Trial_184,,,,,1487.3823435833335,0.364997250000215,,,,,9,
,Travel_Trial,,,,,1491.7982947916664,0.4259669583334471,18.172813791666613,,,,4,
,Travel_Planet,,,,,1501.893961,,,,,,,
,start_loop,3,,,,1501.8954600416666,,,1,0.5563855029639191,17,,
,Dig_Trial_185,,,,,1511.4702507499999,0.47271649999993315,,,,,95,
,Dig_Trial_186,,,,,1515.8621513333335,0.40559062500005894,,,,,53,
,Dig_Trial_187,,,,,1520.3900883333333,0.5181799166662131,,,,,29,
,Dig_Trial_188,,,,,1524.7420639166664,0.37572470833310945,,,,,16,
,Dig_Trial_189,,,,,1529.1021693333334,0.3747676666666848,,,,,9,
,Travel_Trial,,,,,1533.5180139583333,0.4328816249999363,22.52059645833333,,,,5,
,Travel_Planet,,,,,1543.6015270833334,,,,,,,
,start_loop,3,,,,1543.6029145833334,,,1,0.45070093582262827,18,,
,Dig_Trial_190,,,,,1552.9820440416663,0.2819451666664463,,,,,105,
,Dig_Trial_191,,,,,1557.2059377499997,0.23860541666635982,,,,,47,
,Dig_Trial_192,,,,,1561.6458757499997,0.42411487500021394,,,,,21,
,Dig_Trial_193,,,,,1565.9499265833335,0.32812595833274827,,,,,9,
,Dig_Trial_194,,,,,1570.3258925416665,0.39273820833341233,,,,,4,
,Dig_Trial_195,,,,,1574.6458730416664,0.34501512499991804,,,,,2,
,Dig_Trial_196,,,,,1578.965871875,0.3418587083338025,,,,,1,
,Dig_Trial_197,,,,,1583.2538271249998,0.313800333333802,,,,,0,
,Travel_Trial,,,,,1587.4698475416665,0.23668774999987363,34.7698575000004,,,,0,
,Travel_Planet,,,,,1597.5669059583336,,,,,,,
,too_slow,,,,,1626.5573579583336,,,,,,,
,home_base,,,,,1626.5573732916666,,,,,,,400.79364458333293
,start_loop,4,,,,1626.5574164166662,,,2,0.8463745599096477,19,,
,Dig_Trial_198,,,,,1635.9896945833336,0.3274098333336042,,,,,110,
,Dig_Trial_199,,,,,1640.3575709166664,0.35799862499970914,,,,,93,
,Dig_Trial_200,,,,,1644.661580625,0.31734112499998446,,,,,79,
,Dig_Trial_201,,,,,1648.8214889166663,0.17287012500037235,,,,,67,
,Dig_Trial_202,,,,,1653.0854762916663,0.2838775000000169,,,,,57,
,Dig_Trial_203,,,,,1657.1496136666663,0.08006775000012567,,,,,48,
,Dig_Trial_204,,,,,1661.421514,0.27449745833337147,,,,,41,
,Dig_Trial_205,,,,,1665.6454433333336,0.2439233333334414,,,,,35,
,Dig_Trial_206,,,,,1669.9254274583334,0.28463154166684035,,,,,30,
,Dig_Trial_207,,,,,1674.1894746249998,0.2813193750002938,,,,,25,
,Dig_Trial_208,,,,,1678.2135594166664,0.04068920833333323,,,,,21,
,Dig_Trial_209,,,,,1682.46940775,0.2791134583335406,,,,,18,
,Dig_Trial_210,,,,,1686.7093544583333,0.2540543750001234,,,,,15,
,Dig_Trial_211,,,,,1691.0133414166664,0.2845349166664164,,,,,13,
,Dig_Trial_212,,,,,1695.2533316249999,0.26198258333351987,,,,,11,
,Travel_Trial,,,,,1699.5813571249998,0.34028595833297004,63.919195791666425,,,,9,
,Travel_Planet,,,,,1709.6702278333335,,,,,,,
,start_loop,4,,,,1709.6716947500001,,,1,0.523104196685292,20,,
,Dig_Trial_213,,,,,1719.1654971666665,0.3932840833335831,,,,,104,
,Dig_Trial_214,,,,,1723.4612502499997,0.3092141666666066,,,,,54,
,Dig_Trial_215,,,,,1727.7892640416665,0.31187391666662734,,,,,28,
,Dig_Trial_216,,,,,1732.1332230416663,0.37035120833388646,,,,,15,
,Travel_Trial,,,,,1736.49313925,0.3730412499999147,17.72103908333338,,,,8,
,Travel_Planet,,,,,1746.5794160416665,,,,,,,
,start_loop,4,,,,1746.5810655416665,,,1,0.3799700549433625,21,,
,Dig_Trial_217,,,,,1756.0530484999997,0.37361079166657873,,,,,108,
,Dig_Trial_218,,,,,1760.3810988333332,0.33914516666663985,,,,,41,
,Dig_Trial_219,,,,,1764.6210710833336,0.22752537499991377,,,,,16,
,Travel_Trial,,,,,1768.965009375,0.3693195833338905,13.285691291666808,,,,6,
,Travel_Planet,,,,,1779.0620749166662,,,,,,,
,start_loop,4,,,,1779.0634930416666,,,1,0.44155529484678085,22,,
,Dig_Trial_220,,,,,1788.8529964166662,0.6934593333335215,,,,,99,
,Dig_Trial_221,,,,,1793.1968772499997,0.35342337500014764,,,,,44,
,Dig_Trial_222,,,,,1797.6448249166663,0.432380749999993,,,,,19,
,Dig_Trial_223,,,,,1802.0288069583332,0.4110022916665912,,,,,8,
,Travel_Trial,,,,,1806.3728115000001,0.35928658333341446,18.213388749999922,,,,4,
,Travel_Planet,,,,,1816.4552942499997,,,,,,,
,start_loop,4,,,,1816.4567236666664,,,1,0.544293624344338,23,,
,Dig_Trial_224,,,,,1825.860837,0.30668095833289044,,,,,103,
,Dig_Trial_225,,,,,1830.1487629166666,0.2992666666664263,,,,,56,
,Dig_Trial_226,,,,,1834.4527022083332,0.2912738333334346,,,,,30,
,Dig_Trial_227,,,,,1838.5407272916666,0.11223516666677824,,,,,16,
,Travel_Trial,,,,,1842.836767,0.30497712500027774,17.28273204166726,,,,9,
,Travel_Planet,,,,,1852.9242634999998,,,,,,,
,start_loop,4,,,,1852.9256981249998,,,1,0.4687826241448844,24,,
,Dig_Trial_228,,,,,1862.4286379583334,0.40632449999975506,,,,,113,
,Dig_Trial_229,,,,,1866.7405772916666,0.3256039999996574,,,,,53,
,Dig_Trial_230,,,,,1871.0525278333332,0.29741070833324557,,,,,25,
,Dig_Trial_231,,,,,1875.3005234999998,0.2741209999999228,,,,,12,
,Travel_Trial,,,,,1879.6444570833335,0.35444004166629384,17.622261666667328,,,,6,
,Travel_Planet,,,,,1889.7284688749999,,,,,,,
,start_loop,4,,,,1889.7299167499998,,,1,0.44907599668709414,25,,
,Dig_Trial_232,,,,,1899.2844355833333,0.45774254166644823,,,,,100,
,Dig_Trial_233,,,,,1903.5803671666665,0.3088496249997661,,,,,45,
,Dig_Trial_234,,,,,1907.93240675,0.3028899583337079,,,,,20,
,Travel_Trial,,,,,1912.2202879166664,0.3093669583331575,13.393711166667345,,,,9,
,Travel_Planet,,,,,1922.327977875,,,,,,,
,start_loop,4,,,,1922.3293207083336,,,1,0.506415589124143,26,,
,Dig_Trial_235,,,,,1931.8283463750001,0.40357270833328585,,,,,98,
,Dig_Trial_236,,,,,1936.1321745416665,0.3164246666665349,,,,,50,
,Dig_Trial_237,,,,,1940.4921774166662,0.3491650416667653,,,,,25,
,Dig_Trial_238,,,,,1944.7161407083333,0.24762100000043574,,,,,13,
,Travel_Trial,,,,,1949.0441062500001,0.339549416666614,17.6194437500003,,,,7,
,Travel_Planet,,,,,1959.130413875,,,,,,,
,start_loop,4,,,,1959.1320923749997,,,1,0.5077189764182879,27,,
,Dig_Trial_239,,,,,1968.5641975,0.33141083333293864,,,,,97,
,Dig_Trial_240,,,,,1972.9000822916666,0.3516903333334085,,,,,49,
,Dig_Trial_241,,,,,1977.2280148333332,0.3171658333326377,,,,,25,
,Dig_Trial_242,,,,,1981.5000088333334,0.3003201666665518,,,,,13,
,Travel_Trial,,,,,1985.8279505416665,0.3439608749999934,17.59528633333366,,,,7,
,Travel_Planet,,,,,1995.9148444166665,,,,,,,
,too_slow,,,,,2015.1469493749998,,,,,,,
,home_base,,,,,2015.1469615416665,,,,,,,369.35873058333345
,start_loop,5,,,,2015.1469955416662,,,2,0.8800555083406324,28,,
,Dig_Trial_243,,,,,2024.5319669166663,0.2847403750001831,,,,,95,
,Dig_Trial_244,,,,,2028.86772125,0.32843558333343026,,,,,84,
,Dig_Trial_245,,,,,2033.2038873333333,0.3492029583326257,,,,,74,
,Dig_Trial_246,,,,,2037.5077720833335,0.3183971666662728,,,,,65,
,Dig_Trial_247,,,,,2041.7716979583336,0.28212649999977657,,,,,57,
